date,id,team1,team2,score1,score2
2323193,2323193,Gambit,Valiance,2,0
2323194,2323194,Space Soldiers,HellRaisers,1,2
2323195,2323195,Heroic,Virtus.pro,1,2
2323197,2323197,eUnited,Luminosity,0,2
2323198,2323198,Renegades,Luminosity,2,0
2323199,2323199,Gambit,HellRaisers,0,2
2323200,2323200,North,Virtus.pro,2,1
2323201,2323201,Valiance,Space Soldiers,1,2
2323203,2323203,Gambit,Heroic,2,0
2323204,2323204,Virtus.pro,Space Soldiers,0,2
2323205,2323205,HellRaisers,North,0,2
2323206,2323206,Gambit,Space Soldiers,2,1
2323207,2323207,HellRaisers,Gambit,0,1
2323214,2323214,Renegades,OpTic,2,0
2323215,2323215,eUnited,Luminosity,2,0
2323216,2323216,eUnited,OpTic,0,2
2323217,2323217,Renegades,OpTic,3,1
2323218,2323218,Spirit,Vega Squadron,2,0
2323219,2323219,AVANGAR,pro100,2,1
2323220,2323220,Chaos,EURONICS,16,14
2323221,2323221,Heroic,Luminosity,16,11
2323222,2323222,Space Soldiers,Complexity,16,10
2323223,2323223,Fragsters,eUnited,9,16
2323224,2323224,OpTic,Rogue,13,16
2323225,2323225,eUnited,Heroic,10,16
2323226,2323226,Rogue,Space Soldiers,16,8
2323227,2323227,Fragsters,Luminosity,2,1
2323228,2323228,OpTic,Complexity,2,0
2323229,2323229,eUnited,Fragsters,1,2
2323230,2323230,Space Soldiers,OpTic,2,1
2323231,2323231,Rogue,Fragsters,2,1
2323232,2323232,Heroic,Space Soldiers,0,2
2323233,2323233,Rogue,Space Soldiers,1,2
2323236,2323236,Grayhound,ORDER,17,19
2323241,2323241,ORDER,Tainted Minds,0,2
2323243,2323243,ORDER,Chiefs,16,6
2323252,2323252,Spirit,AVANGAR,2,0
2323259,2323259,Movistar Riders,ALTERNATE aTTaX,0,2
2323262,2323262,FURIA,Isurus,16,11
2323271,2323271,Ground Zero,AVANT,16,12
2323272,2323272,5POWER,BOOT-d[S],2,1
2323274,2323274,AVANT,ORDER,16,13
2323276,2323276,Ground Zero,Chiefs,12,16
2323280,2323280,Chiefs,AVANT,16,9
2323281,2323281,Ground Zero,ORDER,7,16
2323285,2323285,Chiefs,ORDER,17,19
2323287,2323287,Chiefs,AVANT,2,0
2323288,2323288,ORDER,Chiefs,3,0
2323298,2323298,Sprout,forZe,0,2
2323299,2323299,Vega Squadron,ALTERNATE aTTaX,2,0
2323300,2323300,ALTERNATE aTTaX,Sprout,16,10
2323305,2323305,Windigo,Singularity,2,1
2323307,2323307,PRIDE,Tricked,0,2
2323309,2323309,Nexus,Spirit,0,2
2323311,2323311,Playing Ducks,Epsilon,0,2
2323314,2323314,Bpro,Valiance,7,16
2323318,2323318,Grayhound,Legacy,16,9
2323321,2323321,Tainted Minds,Ground Zero,16,3
2323324,2323324,Legacy,Tainted Minds,13,16
2323330,2323330,Sprout,Valiance,16,9
2323331,2323331,Kinguin,ALTERNATE aTTaX,20,22
2323333,2323333,Valiance,Singularity,12,16
2323334,2323334,Fragsters,Spirit,16,14
2323335,2323335,Chaos,iGame.com,16,11
2323349,2323349,DETONA,W7M,15,19
2323352,2323352,3DMAX,Virtus.pro,16,14
2323353,2323353,Movistar Riders,iGame.com,16,12
2323364,2323364,Spirit,DreamEaters,2,0
2323365,2323365,pro100,Syman,2,0
2323370,2323370,Singularity,SJ,11,16
2323371,2323371,LDLC,Sprout,7,16
2323384,2323384,LDLC,Singularity,16,13
2323387,2323387,SJ,Valiance,12,16
2323388,2323388,Kinguin,Sprout,16,11
2323396,2323396,Windigo,ALTERNATE aTTaX,16,2
2323399,2323399,PACT,iGame.com,16,3
2323400,2323400,PACT,Vexed,19,17
2323409,2323409,LDLC,SJ,16,3
2323412,2323412,AVANGAR,Windigo,1,2
2323417,2323417,Valiance,LDLC,16,5
2323418,2323418,ALTERNATE aTTaX,EURONICS,9,16
2323419,2323419,EURONICS,Sprout,6,16
2323421,2323421,Kinguin,Windigo,6,16
2323424,2323424,Valiance,Sprout,16,10
2323426,2323426,LDLC,Valiance,2,1
2323439,2323439,Kinguin,Valiance,2,0
2323444,2323444,Spirit,AVANGAR,2,0
2323445,2323445,pro100,Nemiga,0,2
2323446,2323446,EPG,forZe,1,2
2323459,2323459,AVANGAR,ALTERNATE aTTaX,11,16
2323460,2323460,ENCE,Spirit,11,16
2323461,2323461,ALTERNATE aTTaX,Spirit,0,2
2323462,2323462,AVANGAR,ENCE,1,2
2323463,2323463,ENCE,ALTERNATE aTTaX,2,0
2323464,2323464,Spirit,ENCE,0,2
2323466,2323466,HellRaisers,Nemiga,2,0
2323467,2323467,Spirit,forZe,2,0
2323471,2323471,AVANGAR,DreamEaters,2,0
2323473,2323473,EPG,Syman,2,0
2323474,2323474,Vega Squadron,forZe,2,1
2323486,2323486,Dignitas,Bravado,1,2
2323502,2323502,AVANGAR,forZe,2,0
2323504,2323504,Nemiga,EPG,2,1
2323507,2323507,FlipSid3,Syman,1,2
2323508,2323508,Sprout,Chaos,12,16
2323510,2323510,Nordavind,Imperial,2,1
2323532,2323532,MVP PK,ORDER,2,1
2323538,2323538,Chiefs,Grayhound,7,16
2323547,2323547,Mythic,Dignitas,5,16
2323550,2323550,Mythic,Bravado,14,16
2323555,2323555,Bravado,Dignitas,5,16
2323557,2323557,Astralis,Cloud9,16,13
2323558,2323558,fnatic,Liquid,14,16
2323559,2323559,NRG,G2,16,4
2323560,2323560,FaZe,Luminosity,16,1
2323561,2323561,Astralis,Liquid,16,6
2323562,2323562,NRG,FaZe,16,8
2323563,2323563,Cloud9,fnatic,1,2
2323564,2323564,G2,Luminosity,2,0
2323565,2323565,Liquid,fnatic,2,0
2323566,2323566,FaZe,G2,2,0
2323567,2323567,NRG,Liquid,0,2
2323568,2323568,Astralis,FaZe,2,0
2323569,2323569,Liquid,Astralis,0,2
2323570,2323570,Movistar Riders,Vexed,6,16
2323578,2323578,Winstrike,Epsilon,1,0
2323583,2323583,Sprout,Singularity,16,13
2323592,2323592,Sprout,Vexed,2,0
2323595,2323595,Epsilon,SJ,4,16
2323597,2323597,LDLC,EURONICS,1,2
2323599,2323599,Epsilon,HAVU,2,0
2323617,2323617,PACT,PRIDE,13,16
2323619,2323619,Fragsters,Valiance,7,16
2323620,2323620,Virtus.pro,Singularity,19,15
2323623,2323623,Windigo,Valiance,16,14
2323624,2323624,Windigo,Nexus,16,4
2323631,2323631,AVANT,Legacy,2,0
2323642,2323642,Winstrike,Movistar Riders,2,0
2323645,2323645,SK,Winstrike,2,0
2323646,2323646,HellRaisers,SK,0,2
2323650,2323650,Ground Zero,ORDER,0,16
2323658,2323658,PACT,Red Reserve,16,5
2323665,2323665,Isurus,W7M,16,14
2323669,2323669,Ground Zero,Chiefs,7,16
2323670,2323670,Chiefs,Ground Zero,16,8
2323679,2323679,Grayhound,Legacy,16,4
2323680,2323680,Legacy,Grayhound,16,11
2323685,2323685,AVANT,Grayhound,6,16
2323686,2323686,Grayhound,AVANT,16,10
2323689,2323689,Grayhound,Chiefs,16,5
2323690,2323690,Chiefs,Grayhound,13,16
2323695,2323695,Legacy,Ground Zero,16,9
2323696,2323696,Ground Zero,Legacy,6,16
2323703,2323703,ENCE,SJ,3,1
2323706,2323706,k1ck,Illuminar,0,2
2323707,2323707,EURONICS,Illuminar,2,1
2323710,2323710,Tricked,Gambit,16,9
2323711,2323711,Virtus.pro,Gambit,16,11
2323712,2323712,Chaos,ALTERNATE aTTaX,16,7
2323714,2323714,Fragsters,Tricked,16,11
2323716,2323716,Vexed,Fragsters,7,16
2323717,2323717,Gambit,PACT,16,4
2323723,2323723,Swole Patrol,Dignitas,2,1
2323725,2323725,EURONICS,Tricked,16,11
2323727,2323727,Sprout,Epsilon,16,10
2323733,2323733,Complexity,Swole Patrol,2,0
2323740,2323740,Dignitas,Swole Patrol,0,2
2323741,2323741,Bravado,Swole Patrol,1,2
2323745,2323745,PRIDE,EURONICS,10,16
2323748,2323748,Swole Patrol,Rogue,2,1
2323757,2323757,ORDER,Grayhound,16,14
2323758,2323758,ORDER,Chiefs,3,16
2323761,2323761,Chiefs,Grayhound,16,14
2323769,2323769,ORDER,Tainted Minds,2,0
2323770,2323770,Chiefs,ORDER,2,1
2323771,2323771,SK,Space Soldiers,2,0
2323772,2323772,BIG,Liquid,0,2
2323773,2323773,FaZe,Liquid,2,1
2323774,2323774,mousesports,SK,2,0
2323775,2323775,FaZe,mousesports,3,2
2323776,2323776,Tricked,Nexus,0,1
2323778,2323778,FaZe,Ghost,2,0
2323779,2323779,Space Soldiers,SK,2,0
2323781,2323781,BIG,Liquid,0,2
2323782,2323782,Ghost,SK,0,2
2323784,2323784,Gambit,Chaos,16,13
2323785,2323785,FaZe,Space Soldiers,2,0
2323786,2323786,Liquid,mousesports,0,2
2323787,2323787,iGame.com,EURONICS,5,16
2323791,2323791,North,Imperial,12,16
2323792,2323792,Renegades,Complexity,5,16
2323793,2323793,AGO,Red Reserve,22,20
2323794,2323794,Gambit,OpTic,7,16
2323795,2323795,Imperial,AGO,16,4
2323796,2323796,Complexity,OpTic,5,16
2323797,2323797,North,Red Reserve,2,1
2323798,2323798,Renegades,Gambit,0,2
2323799,2323799,AGO,North,1,2
2323800,2323800,Complexity,Gambit,0,2
2323801,2323801,OpTic,North,2,1
2323802,2323802,Imperial,Gambit,2,0
2323803,2323803,OpTic,Imperial,0,2
2323804,2323804,Winstrike,Sprout,2,0
2323811,2323811,ORDER,Grayhound,16,10
2323831,2323831,Natus Vincere,Envy,2,0
2323833,2323833,Natus Vincere,NIP,2,1
2323835,2323835,Heroic,MVP PK,2,1
2323836,2323836,TYLOO,Virtus.pro,1,2
2323837,2323837,Heroic,Virtus.pro,0,2
2323838,2323838,MVP PK,TYLOO,0,2
2323839,2323839,NIP,TYLOO,1,2
2323840,2323840,Envy,Heroic,2,1
2323841,2323841,Virtus.pro,TYLOO,2,0
2323842,2323842,Natus Vincere,Envy,2,0
2323843,2323843,Virtus.pro,Natus Vincere,1,2
2323845,2323845,Tricked,Valiance,16,12
2323850,2323850,Kinguin,eXtatus,16,9
2323852,2323852,Imperial,Singularity,10,16
2323853,2323853,EURONICS,Tricked,2,0
2323858,2323858,Epsilon,Winstrike,0,2
2323865,2323865,Winstrike,Sprout,2,0
2323866,2323866,3DMAX,Valiance,25,28
2323867,2323867,Movistar Riders,ALTERNATE aTTaX,16,13
2323868,2323868,Spirit,PRIDE,17,19
2323869,2323869,Chaos,Red Reserve,16,13
2323870,2323870,Tricked,Spirit,2,16
2323871,2323871,Epsilon,Fragsters,14,16
2323874,2323874,Singularity,Kinguin,0,2
2323878,2323878,Isurus,W7M,2,0
2323880,2323880,Ground Zero,Legacy,12,16
2323886,2323886,PRIDE,Winstrike,0,2
2323888,2323888,Chaos,3DMAX,16,13
2323889,2323889,EURONICS,Spirit,16,12
2323890,2323890,Vexed,Tricked,5,16
2323895,2323895,Winstrike,Spirit,1,1
2323919,2323919,Winstrike,EPG,2,0
2323924,2323924,Winstrike,forZe,0,2
2323926,2323926,Valiance,PRIDE,2,0
2323929,2323929,PRIDE,Illuminar,0,2
2323934,2323934,Valiance,Illuminar,1,1
2323935,2323935,Kinguin,Fragsters,2,0
2323936,2323936,PACT,ALTERNATE aTTaX,1,1
2323944,2323944,forZe,DreamEaters,2,0
2323946,2323946,Sprout,ALTERNATE aTTaX,2,0
2323964,2323964,Spirit,Chaos,7,16
2323976,2323976,Valiance,ALTERNATE aTTaX,0,2
2323990,2323990,TheMongolz,5POWER,0,2
2324001,2324001,HAVU,Singularity,2,0
2324003,2324003,LDLC,ENCE,1,2
2324005,2324005,HAVU,ENCE,0,2
2324011,2324011,LDLC,Sprout,2,0
2324012,2324012,Winstrike,EURONICS,1,2
2324025,2324025,Grayhound,Tainted Minds,12,16
2324030,2324030,SJ,Movistar Riders,12,16
2324031,2324031,ALTERNATE aTTaX,3DMAX,16,12
2324032,2324032,SJ,Sprout,14,16
2324045,2324045,MVP PK,BOOT-d[S],0,2
2324055,2324055,SJ,ALTERNATE aTTaX,12,16
2324057,2324057,PACT,Sprout,17,19
2324061,2324061,3DMAX,PACT,10,16
2324079,2324079,Ground Zero,Grayhound,0,2
2324083,2324083,Grayhound,Chiefs,2,0
2324084,2324084,Legacy,ORDER,0,2
2324088,2324088,3DMAX,Red Reserve,16,14
2324089,2324089,3DMAX,Movistar Riders,16,13
2324090,2324090,ALTERNATE aTTaX,Virtus.pro,16,5
2324093,2324093,EURONICS,Vexed,16,7
2324094,2324094,Spirit,PACT,16,12
2324095,2324095,Fragsters,Virtus.pro,14,16
2324097,2324097,ALTERNATE aTTaX,Fragsters,16,6
2324101,2324101,Virtus.pro,Valiance,20,22
2324102,2324102,eUnited,Bravado,13,16
2324106,2324106,Bravado,Swole Patrol,0,2
2324111,2324111,Isurus,W7M,0,2
2324120,2324120,Imperial,Windigo,16,5
2324121,2324121,Winstrike,Kinguin,9,16
2324124,2324124,Imperial,Gambit,16,7
2324125,2324125,Kinguin,Valiance,12,16
2324128,2324128,EPG,Epsilon,1,0
2324130,2324130,Winstrike,Nexus,1,1
2324133,2324133,Gambit,Windigo,0,2
2324135,2324135,Imperial,Kinguin,1,2
2324136,2324136,Valiance,Windigo,1,2
2324137,2324137,Kinguin,Windigo,2,0
2324138,2324138,AGO,Izako Boars,2,1
2324152,2324152,TeamOne,Dignitas,0,2
2324153,2324153,Complexity,Mythic,2,0
2324154,2324154,Ghost,Bravado,2,0
2324156,2324156,Kinguin,Singularity,2,0
2324158,2324158,eUnited,Rogue,0,2
2324159,2324159,NRG,Luminosity,2,0
2324161,2324161,Complexity,Dignitas,2,0
2324164,2324164,Swole Patrol,Bravado,2,0
2324165,2324165,Mythic,TeamOne,1,2
2324173,2324173,LDLC,Sprout,2,1
2324179,2324179,Fragsters,k1ck,10,16
2324182,2324182,HellRaisers,EURONICS,2,0
2324183,2324183,BIG,k1ck,2,1
2324189,2324189,Swole Patrol,Dignitas,1,2
2324190,2324190,Rogue,NRG,1,2
2324192,2324192,Ghost,Complexity,0,2
2324202,2324202,Luminosity,Dignitas,0,2
2324205,2324205,Ghost,Rogue,0,2
2324211,2324211,Bravado,TeamOne,1,2
2324212,2324212,Tainted Minds,ORDER,7,16
2324213,2324213,Virtus.pro,Vexed,16,11
2324223,2324223,INTZ,DETONA,16,14
2324230,2324230,Nexus,Windigo,10,16
2324231,2324231,Bpro,Windigo,14,16
2324237,2324237,Ghost,Swole Patrol,0,2
2324239,2324239,Legacy,ORDER,0,2
2324241,2324241,Grayhound,ORDER,2,0
2324242,2324242,Tainted Minds,Chiefs,1,2
2324243,2324243,Grayhound,Chiefs,2,0
2324244,2324244,Legacy,Tainted Minds,0,2
2324246,2324246,ORDER,Tainted Minds,2,0
2324247,2324247,Heroic,BIG,0,2
2324248,2324248,Chiefs,ORDER,2,1
2324249,2324249,Grayhound,Chiefs,3,1
2324251,2324251,Swole Patrol,Rogue,0,2
2324252,2324252,Luminosity,Complexity,0,2
2324253,2324253,Renegades,Rogue,2,0
2324254,2324254,NRG,Complexity,2,1
2324255,2324255,HellRaisers,OpTic,0,2
2324256,2324256,North,OpTic,2,0
2324257,2324257,Gambit,BIG,2,1
2324258,2324258,forZe,Winstrike,2,3
2324259,2324259,Heroic,OpTic,1,2
2324260,2324260,HellRaisers,BIG,2,0
2324261,2324261,North,Gambit,2,1
2324271,2324271,Valiance,Epsilon,16,12
2324277,2324277,OpTic,HellRaisers,0,2
2324278,2324278,HellRaisers,Gambit,1,2
2324279,2324279,North,Gambit,2,3
2324280,2324280,NIP,3DMAX,0,2
2324281,2324281,Heroic,Nordavind,0,2
2324283,2324283,Red Reserve,Epsilon,2,0
2324284,2324284,OpTic,EURONICS,2,1
2324285,2324285,Windigo,Sprout,0,2
2324286,2324286,Fragsters,Kinguin,0,2
2324288,2324288,Valiance,Windigo,16,4
2324289,2324289,Nexus,Bpro,16,11
2324297,2324297,Movistar Riders,ENCE,16,11
2324299,2324299,Izako Boars,Vega Squadron,14,16
2324300,2324300,Tricked,Spirit,2,16
2324301,2324301,Swole Patrol,Complexity,0,2
2324302,2324302,Luminosity,Rogue,2,1
2324304,2324304,Renegades,NRG,1,2
2324305,2324305,NRG,Complexity,3,0
2324306,2324306,Complexity,Renegades,2,0
2324307,2324307,Luminosity,Complexity,1,2
2324317,2324317,Spirit,Vega Squadron,16,9
2324332,2324332,ORDER,Legacy,16,10
2324334,2324334,Grayhound,Ground Zero,16,7
2324335,2324335,Astralis,ENCE,16,5
2324336,2324336,NIP,Cloud9,3,16
2324337,2324337,mousesports,Gambit,16,8
2324338,2324338,G2,Natus Vincere,16,14
2324339,2324339,FaZe,BOOT-d[S],16,9
2324340,2324340,Renegades,MIBR,13,16
2324341,2324341,fnatic,North,16,14
2324342,2324342,BIG,Liquid,16,7
2324343,2324343,Virtus.pro,3DMAX,0,2
2324344,2324344,Space Soldiers,OpTic,1,2
2324345,2324345,AGO,Heroic,2,1
2324346,2324346,HellRaisers,Spirit,2,1
2324347,2324347,Virtus.pro,Space Soldiers,0,2
2324348,2324348,Spirit,Heroic,0,2
2324349,2324349,3DMAX,OpTic,1,2
2324350,2324350,HellRaisers,AGO,2,0
2324351,2324351,Red Reserve,iGame.com,7,16
2324353,2324353,Kinguin,Singularity,16,12
2324354,2324354,Gambit,SJ,12,16
2324357,2324357,Tricked,iGame.com,16,11
2324358,2324358,Gambit,Kinguin,10,16
2324359,2324359,Tricked,SJ,16,3
2324374,2324374,TeamOne,Luminosity,1,2
2324375,2324375,eUnited,Ghost,1,2
2324376,2324376,Rogue,Luminosity,2,0
2324377,2324377,Complexity,Ghost,1,2
2324378,2324378,eUnited,Luminosity,2,0
2324379,2324379,TeamOne,Complexity,0,2
2324380,2324380,Rogue,Ghost,0,2
2324381,2324381,eUnited,Complexity,2,0
2324382,2324382,Rogue,eUnited,2,0
2324383,2324383,Ghost,Rogue,2,0
2324384,2324384,AVANGAR,EPG,2,0
2324385,2324385,Astralis,Cloud9,2,0
2324386,2324386,NIP,ENCE,0,2
2324387,2324387,mousesports,G2,1,2
2324388,2324388,Gambit,Natus Vincere,0,2
2324389,2324389,Renegades,BOOT-d[S],2,0
2324390,2324390,Liquid,North,0,2
2324391,2324391,FaZe,MIBR,2,0
2324392,2324392,ENCE,mousesports,2,0
2324393,2324393,BIG,fnatic,0,2
2324394,2324394,Cloud9,Natus Vincere,0,2
2324395,2324395,Renegades,BIG,1,2
2324396,2324396,North,MIBR,1,2
2324397,2324397,ENCE,Natus Vincere,1,2
2324398,2324398,Astralis,G2,2,0
2324399,2324399,MIBR,BIG,1,2
2324400,2324400,FaZe,fnatic,2,1
2324401,2324401,ALTERNATE aTTaX,Kinguin,0,2
2324402,2324402,Natus Vincere,fnatic,2,0
2324403,2324403,BIG,G2,2,0
2324404,2324404,Astralis,Natus Vincere,1,2
2324405,2324405,FaZe,BIG,1,2
2324406,2324406,Natus Vincere,BIG,3,1
2324407,2324407,Vexed,PRIDE,16,7
2324408,2324408,EURONICS,Gambit,1,0
2324409,2324409,Singularity,Spirit,14,16
2324413,2324413,Chaos,PACT,17,19
2324416,2324416,SJ,iGame.com,16,19
2324417,2324417,Singularity,ALTERNATE aTTaX,16,9
2324420,2324420,Kinguin,Movistar Riders,16,11
2324422,2324422,Gambit,PRIDE,0,1
2324423,2324423,Heroic,3DMAX,2,0
2324424,2324424,Space Soldiers,AGO,2,1
2324425,2324425,Space Soldiers,Heroic,0,2
2324427,2324427,Valiance,Bpro,2,0
2324429,2324429,DreamEaters,k1ck,0,2
2324456,2324456,Valiance,Red Reserve,16,3
2324457,2324457,Valiance,PRIDE,16,9
2324463,2324463,Nordavind,Kinguin,1,2
2324465,2324465,Sprout,Red Reserve,2,0
2324466,2324466,NIP,Fragsters,2,1
2324467,2324467,Heroic,EURONICS,0,2
2324468,2324468,AGO,Windigo,2,1
2324469,2324469,Epsilon,ENCE,0,2
2324476,2324476,Complexity,FURIA,1,2
2324477,2324477,Swole Patrol,Sharks,0,2
2324478,2324478,eUnited,FURIA,1,2
2324479,2324479,Ghost,Sharks,2,0
2324480,2324480,FURIA,Ghost,0,2
2324488,2324488,3DMAX,AGO,0,2
2324489,2324489,NIP,Nordavind,2,0
2324491,2324491,Red Reserve,EURONICS,2,0
2324492,2324492,Kinguin,Sprout,2,1
2324494,2324494,Heroic,Epsilon,1,2
2324495,2324495,Windigo,Fragsters,2,0
2324496,2324496,PRIDE,SJ,8,16
2324501,2324501,NIP,AGO,2,1
2324503,2324503,Sprout,ENCE,0,2
2324505,2324505,Epsilon,Nordavind,1,2
2324506,2324506,EURONICS,Windigo,1,2
2324507,2324507,Ground Zero,Grayhound,10,16
2324508,2324508,Grayhound,Ground Zero,16,10
2324511,2324511,Legacy,AVANT,16,8
2324512,2324512,AVANT,Legacy,16,8
2324513,2324513,Chiefs,Legacy,19,15
2324514,2324514,Legacy,Chiefs,13,16
2324519,2324519,AVANT,Ground Zero,16,8
2324520,2324520,Ground Zero,AVANT,9,16
2324536,2324536,Virtus.pro,Epsilon,16,19
2324537,2324537,Singularity,Sprout,14,16
2324539,2324539,Sprout,AGO,2,0
2324541,2324541,Windigo,3DMAX,1,2
2324543,2324543,Valiance,Windigo,0,2
2324548,2324548,Sprout,Red Reserve,7,16
2324549,2324549,Epsilon,Tricked,13,16
2324550,2324550,Red Reserve,Singularity,0,1
2324551,2324551,Movistar Riders,Red Reserve,5,16
2324553,2324553,Sprout,Kinguin,19,17
2324554,2324554,Epsilon,Movistar Riders,16,9
2324557,2324557,Bpro,Endpoint,2,0
2324558,2324558,AVANGAR,Singularity,2,0
2324561,2324561,PACT,Valiance,16,14
2324563,2324563,Sprout,Movistar Riders,14,16
2324564,2324564,3DMAX,SJ,16,14
2324567,2324567,SJ,Vexed,16,3
2324570,2324570,iGame.com,Vexed,10,16
2324577,2324577,AVANT,Chiefs,11,16
2324578,2324578,Chiefs,AVANT,16,2
2324579,2324579,Spirit,Kinguin,6,16
2324582,2324582,ALTERNATE aTTaX,Spirit,16,11
2324583,2324583,Singularity,3DMAX,14,16
2324584,2324584,Kinguin,PRIDE,16,13
2324585,2324585,ALTERNATE aTTaX,Valiance,16,11
2324586,2324586,Epsilon,3DMAX,16,4
2324588,2324588,ALTERNATE aTTaX,Tricked,16,10
2324592,2324592,OpTic,3DMAX,16,5
2324594,2324594,Kinguin,Sprout,9,16
2324595,2324595,NIP,Red Reserve,16,14
2324596,2324596,OpTic,ENCE,16,13
2324598,2324598,ENCE,3DMAX,2,0
2324599,2324599,Sprout,NIP,19,16
2324600,2324600,Kinguin,Red Reserve,0,2
2324601,2324601,NIP,Red Reserve,2,0
2324602,2324602,ENCE,Sprout,2,0
2324603,2324603,OpTic,NIP,2,1
2324604,2324604,Sprout,NIP,1,2
2324605,2324605,ENCE,OpTic,1,2
2324606,2324606,NIP,ENCE,2,0
2324607,2324607,OpTic,NIP,0,2
2324610,2324610,Renegades,BOOT-d[S],2,0
2324611,2324611,NRG,Swole Patrol,16,10
2324613,2324613,TYLOO,5POWER,16,11
2324615,2324615,NRG,eUnited,16,9
2324616,2324616,TYLOO,Tainted Minds,16,2
2324619,2324619,Complexity,FURIA,16,7
2324620,2324620,Rogue,Dignitas,16,10
2324621,2324621,Complexity,Rogue,13,16
2324622,2324622,FURIA,Dignitas,0,2
2324623,2324623,Complexity,Dignitas,2,0
2324626,2324626,eUnited,Rogue,1,2
2324627,2324627,NRG,Complexity,1,2
2324628,2324628,Rogue,Complexity,2,0
2324629,2324629,eUnited,NRG,2,1
2324630,2324630,Complexity,eUnited,2,0
2324631,2324631,Rogue,Complexity,0,2
2324632,2324632,TYLOO,Renegades,2,1
2324634,2324634,TYLOO,Tainted Minds,2,0
2324636,2324636,Renegades,Tainted Minds,2,0
2324637,2324637,TYLOO,Renegades,0,2
2324651,2324651,HAVU,iGame.com,2,0
2324661,2324661,AVANGAR,forZe,8,16
2324663,2324663,forZe,Spirit,11,16
2324665,2324665,forZe,AVANGAR,1,2
2324666,2324666,Spirit,pro100,0,2
2324667,2324667,HellRaisers,AVANGAR,2,0
2324668,2324668,Spirit,AVANGAR,2,1
2324669,2324669,pro100,HellRaisers,0,2
2324670,2324670,pro100,Spirit,0,2
2324671,2324671,HellRaisers,Spirit,2,1
2324683,2324683,Tainted Minds,Chiefs,0,1
2324690,2324690,HAVU,SJ,2,0
2324692,2324692,Fragsters,Singularity,4,16
2324693,2324693,Fragsters,PACT,3,16
2324694,2324694,Fragsters,Chaos,19,22
2324697,2324697,Valiance,Kinguin,9,16
2324699,2324699,PRIDE,3DMAX,6,16
2324700,2324700,Chaos,Singularity,16,6
2324704,2324704,Chaos,Valiance,13,16
2324727,2324727,Red Reserve,Fragsters,16,7
2324729,2324729,Singularity,Movistar Riders,10,16
2324730,2324730,PACT,ALTERNATE aTTaX,13,16
2324732,2324732,Sprout,Fragsters,10,16
2324733,2324733,Fragsters,EURONICS,16,12
2324750,2324750,Bpro,Vexed,2,0
2324751,2324751,AVANGAR,EURONICS,2,0
2324753,2324753,ALTERNATE aTTaX,EURONICS,15,19
2324754,2324754,Movistar Riders,PACT,16,8
2324755,2324755,Vexed,Epsilon,15,19
2324757,2324757,Kinguin,Tricked,16,14
2324761,2324761,G2,Luminosity,10,16
2324762,2324762,Heroic,AGO,16,9
2324763,2324763,Virtus.pro,Fragsters,1,16
2324764,2324764,North,Heroic,10,16
2324765,2324765,Luminosity,Fragsters,9,16
2324767,2324767,G2,Virtus.pro,2,0
2324768,2324768,North,AGO,2,1
2324769,2324769,Luminosity,G2,2,1
2324770,2324770,Fragsters,North,0,2
2324771,2324771,Heroic,Luminosity,1,2
2324772,2324772,North,Luminosity,2,0
2324773,2324773,Chiefs,Legacy,16,4
2324783,2324783,Tricked,Movistar Riders,16,10
2324784,2324784,iGame.com,ALTERNATE aTTaX,12,16
2324800,2324800,Red Reserve,Kinguin,16,9
2324802,2324802,Astralis,Cloud9,2,0
2324803,2324803,Liquid,MIBR,2,0
2324804,2324804,Natus Vincere,fnatic,2,1
2324805,2324805,FaZe,mousesports,1,2
2324806,2324806,Astralis,Liquid,2,0
2324807,2324807,Natus Vincere,mousesports,2,1
2324808,2324808,Cloud9,MIBR,0,2
2324809,2324809,fnatic,FaZe,2,0
2324810,2324810,Liquid,MIBR,2,0
2324811,2324811,mousesports,fnatic,2,1
2324812,2324812,Astralis,mousesports,2,0
2324813,2324813,Natus Vincere,Liquid,0,2
2324814,2324814,Astralis,Liquid,2,0
2324816,2324816,DreamEaters,k1ck,0,2
2324821,2324821,DreamEaters,k1ck,1,2
2324822,2324822,Sprout,Tricked,16,9
2324823,2324823,EURONICS,Sprout,12,16
2324828,2324828,Renegades,BOOT-d[S],16,8
2324834,2324834,Spirit,Sprout,11,16
2324837,2324837,Kinguin,Chaos,16,12
2324852,2324852,W7M,Isurus,17,19
2324856,2324856,EURONICS,Virtus.pro,16,10
2324858,2324858,Virtus.pro,PACT,16,8
2324864,2324864,Chiefs,AVANT,16,3
2324866,2324866,Chiefs,Legacy,16,11
2324868,2324868,Legacy,AVANT,2,0
2324869,2324869,Chiefs,Legacy,3,0
2324870,2324870,PRIDE,Epsilon,16,7
2324871,2324871,Virtus.pro,iGame.com,16,7
2324872,2324872,Epsilon,iGame.com,16,7
2324873,2324873,TeamOne,Mythic,2,1
2324882,2324882,Mythic,Swole Patrol,0,2
2324886,2324886,Dignitas,Bravado,1,2
2324888,2324888,NRG,Bravado,2,0
2324889,2324889,Ghost,Swole Patrol,1,2
2324890,2324890,eUnited,TeamOne,1,2
2324891,2324891,Complexity,Dignitas,2,1
2324892,2324892,NRG,Swole Patrol,2,0
2324893,2324893,TeamOne,Complexity,1,2
2324894,2324894,NRG,Complexity,2,0
